Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Dele Alli,FW,90.0,0,0,0.4,0.4,0.1,1,0,0,1,0,4,1,0,0,2020,4.0,Forward,PL
Lucas Moura,FW,90.0,0,0,0.2,0.2,0.4,4,0,0,5,0,0,0,0,0,2020,3.0,Forward,PL
Roberto Firmino,FW,90.0,1,0,0.6,0.6,0.5,4,2,0,1,0,1,0,0,0,2020,16.5,Forward,PL
Sadio Mané,LW,81.0,0,0,0.2,0.2,0.0,2,1,2,1,2,3,0,0,0,2020,3.0,Forward,PL
Divock Origi,LW,9.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2020,3.0,Forward,PL
Mohamed Salah,RW,90.0,0,1,0.1,0.1,0.5,1,0,0,0,0,0,1,0,0,2020,7.0,Forward,PL
Dominic Solanke,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,4,1,0,0,0,0,2020,0.0,Forward,PL
Callum Wilson,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,0,1,1,0,0,0,2020,1.5,Forward,PL
Sam Surridge,FW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Troy Deeney,FW,90.0,1,0,0.2,0.2,0.2,3,2,2,0,2,0,1,1,0,2020,12.0,Forward,PL
Gerard Deulofeu,LW,90.0,0,0,0.5,0.5,0.0,4,1,0,0,2,1,0,0,0,2020,5.0,Forward,PL
Ismaila Sarr,RW,82.0,0,1,0.2,0.2,0.2,2,0,0,1,1,1,0,0,0,2020,7.5,Forward,PL
Roberto Pereyra,RW,8.0,1,0,0.2,0.2,0.0,1,1,1,0,1,1,0,0,0,2020,12.5,Forward,PL
Jack Grealish,FW,90.0,0,0,0.1,0.1,0.0,1,0,1,8,1,0,1,1,0,2020,-1.0,Forward,PL
Anwar El Ghazi,FW,90.0,1,0,0.8,0.1,0.0,2,0,1,0,0,0,0,1,0,2020,9.0,Forward,PL
Sergio Agüero,FW,90.0,3,1,0.9,0.9,0.1,7,5,1,0,0,0,0,0,0,2020,46.0,Forward,PL
Gabriel Jesus,LW,90.0,1,1,0.9,0.9,0.0,5,2,1,0,0,1,0,0,0,2020,21.0,Forward,PL
Riyad Mahrez,RW,90.0,2,1,0.3,0.3,0.3,3,2,0,0,3,0,2,0,0,2020,31.5,Forward,PL
Troy Deeney,FW,90.0,0,0,1.1,0.3,0.5,4,1,0,4,0,1,0,0,0,2020,5.0,Forward,PL
Gerard Deulofeu,LW,90.0,0,0,0.2,0.2,0.0,3,0,0,2,2,2,2,0,0,2020,4.5,Forward,PL
Ismaila Sarr,RW,89.0,0,0,0.2,0.2,0.2,3,0,1,2,9,1,2,0,0,2020,3.0,Forward,PL
Ignacio Pussetto,RW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Lucas Moura,FW,90.0,0,0,0.4,0.4,0.1,2,1,0,2,0,1,0,0,0,2020,4.0,Forward,PL
Son Heung-min,LW,90.0,0,0,0.2,0.2,0.3,4,2,2,0,3,0,0,0,0,2020,4.0,Forward,PL
Érik Lamela,RW,90.0,0,0,0.8,0.8,0.0,6,0,1,1,1,1,0,0,0,2020,3.5,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.7,0.7,0.1,5,2,3,1,0,0,0,0,0,2020,3.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,1,0,0.6,0.6,0.0,3,1,3,0,0,0,0,0,0,2020,11.0,Forward,PL
Moise Kean,FW,74.0,0,0,0.0,0.0,0.0,0,0,1,3,2,0,1,0,0,2020,0.5,Forward,PL
Oumar Niasse,FW,16.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,0,2020,0.5,Forward,PL
Danny Ings,FW,90.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,1,0,0,2020,2.0,Forward,PL
Shane Long,FW,71.0,1,0,0.2,0.2,0.0,3,1,1,1,0,2,0,0,0,2020,14.0,Forward,PL
Che Adams,FW,19.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Raúl Jiménez,FW,90.0,2,0,1.4,0.6,0.0,4,2,0,1,0,0,1,0,0,2020,26.5,Forward,PL
Adama Traoré,LW,90.0,0,2,0.0,0.0,0.3,1,0,4,4,4,2,0,0,0,2020,8.5,Forward,PL
Pedro Neto,RW,86.0,1,0,0.3,0.3,0.2,2,1,2,2,5,0,0,0,0,2020,11.5,Forward,PL
Alexandre Lacazette,FW,74.0,0,0,0.1,0.1,0.0,1,0,1,2,0,0,0,0,0,2020,0.5,Forward,PL
Eddie Nketiah,FW,16.0,0,0,0.0,0.0,0.1,1,0,0,0,0,0,0,0,0,2020,1.5,Forward,PL
Martinelli,LW,90.0,1,0,1.1,1.1,0.0,3,1,2,0,3,1,0,0,0,2020,12.5,Forward,PL
Nicolas Pépé,RW,90.0,0,0,0.2,0.2,0.2,3,1,0,1,6,0,0,0,0,2020,4.0,Forward,PL
Lys Mousset,FW,56.0,0,0,0.1,0.1,0.0,1,0,2,0,0,0,0,0,0,2020,-0.5,Forward,PL
Billy Sharp,FW,34.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2020,1.0,Forward,PL
Oliver McBurnie,FW,90.0,0,0,0.5,0.5,0.0,3,1,0,2,1,0,2,0,0,2020,5.0,Forward,PL
Teemu Pukki,FW,85.0,1,0,1.3,0.5,0.1,2,1,0,1,0,0,0,0,0,2020,13.5,Forward,PL
Josip Drmić,FW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Todd Cantwell,LW,90.0,0,0,0.1,0.1,0.1,2,0,0,4,2,2,0,0,0,2020,3.0,Forward,PL
Emi Buendía,RW,90.0,0,0,0.6,0.6,0.5,5,1,1,2,4,2,0,1,0,2020,3.0,Forward,PL
Callum Wilson,FW,90.0,0,0,0.2,0.2,0.0,2,1,1,3,0,1,0,1,0,2020,1.0,Forward,PL
Ryan Fraser,FW,90.0,0,0,0.0,0.0,0.1,0,0,0,1,4,2,0,0,0,2020,2.0,Forward,PL
Harry Wilson,RW,34.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Dominic Solanke,FW,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Sergio Agüero,FW,90.0,2,0,0.8,0.8,0.0,6,3,1,1,1,0,0,0,0,2020,27.5,Forward,PL
Bernardo Silva,LW,73.0,0,0,0.2,0.2,0.2,2,2,1,0,7,1,0,0,0,2020,4.5,Forward,PL
Raheem Sterling,RW,89.0,0,0,0.4,0.4,0.0,4,0,0,0,4,1,1,0,0,2020,4.0,Forward,PL
Gabriel Jesus,FW,28.0,0,1,0.1,0.1,0.4,1,0,1,0,1,0,0,0,0,2020,5.5,Forward,PL
Cenk Tosun,FW,81.0,1,0,0.4,0.4,0.0,2,2,3,3,0,1,0,0,0,2020,12.5,Forward,PL
Connor Wickham,FW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Aaron Connolly,FW,68.0,0,0,0.0,0.0,0.1,1,0,1,1,0,0,0,0,0,2020,0.5,Forward,PL
Neal Maupay,FW,90.0,0,1,0.2,0.2,0.1,4,1,3,5,1,2,0,1,0,2020,5.5,Forward,PL
Glenn Murray,LW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Pascal Groß,RW,9.0,0,0,0.0,0.0,0.1,0,0,0,0,3,1,0,0,0,2020,1.5,Forward,PL
Anwar El Ghazi,FW,90.0,0,0,0.1,0.1,0.1,1,0,0,1,4,0,0,0,0,2020,1.5,Forward,PL
Indiana Vassilev,FW,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Joelinton,FW,90.0,0,0,0.1,0.1,0.0,2,0,3,3,0,1,0,0,0,2020,-0.5,Forward,PL
Tammy Abraham,FW,80.0,0,0,1.3,1.3,0.0,4,1,1,1,1,0,0,0,0,2020,3.5,Forward,PL
Michy Batshuayi,FW,10.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Willian,LW,90.0,0,0,0.2,0.2,0.1,4,0,0,0,4,1,2,0,0,2020,4.5,Forward,PL
Callum Hudson-Odoi,RW,90.0,0,0,0.0,0.0,0.2,1,0,1,1,10,0,0,0,0,2020,0.5,Forward,PL
Jay Rodriguez,FW,90.0,0,0,0.0,0.0,0.0,1,1,1,1,2,4,1,0,0,2020,4.5,Forward,PL
Chris Wood,FW,90.0,1,0,1.0,1.0,0.0,4,2,2,0,0,0,0,0,0,2020,14.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,1.2,0.5,0.0,2,1,0,0,0,1,1,0,0,2020,4.5,Forward,PL
Kelechi Iheanacho,FW,16.0,0,0,0.0,0.0,0.3,1,0,0,0,0,0,0,0,0,2020,1.5,Forward,PL
Roberto Firmino,FW,83.0,0,0,0.3,0.3,0.3,3,0,0,2,0,0,0,0,0,2020,2.5,Forward,PL
Divock Origi,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Sadio Mané,LW,83.0,0,0,0.7,0.7,0.2,4,1,2,1,2,0,0,0,0,2020,2.5,Forward,PL
Mohamed Salah,RW,90.0,1,0,1.0,1.0,0.3,4,1,0,4,4,0,3,1,0,2020,14.0,Forward,PL
Anthony Martial,FW,90.0,0,0,0.3,0.3,0.0,3,1,0,1,2,0,0,0,0,2020,4.0,Forward,PL
Daniel James,FW,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,1,0,0,0,2020,1.5,Forward,PL
Mason Greenwood,RW,16.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2020,1.0,Forward,PL
Cenk Tosun,FW,69.0,0,0,0.4,0.4,0.0,2,0,1,0,0,0,0,0,0,2020,1.0,Forward,PL
Connor Wickham,FW,21.0,0,0,0.1,0.1,0.1,2,0,1,0,0,0,0,0,0,2020,1.0,Forward,PL
Michael Obafemi,FW,84.0,0,0,0.0,0.0,0.5,1,0,0,2,1,0,1,0,0,2020,2.0,Forward,PL
Che Adams,FW,6.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Shane Long,FW,70.0,0,0,0.5,0.5,0.3,2,1,0,0,2,0,0,0,0,2020,3.5,Forward,PL
Danny Ings,FW,20.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Oliver McBurnie,FW,90.0,0,0,0.6,0.6,0.0,1,0,1,2,0,2,1,1,0,2020,0.0,Forward,PL
Billy Sharp,FW,59.0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0,2020,0.0,Forward,PL
Lys Mousset,FW,31.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,0,0,0,2020,3.0,Forward,PL
Gabriel Jesus,FW,67.0,0,0,0.9,0.2,0.1,1,1,0,1,0,0,1,0,0,2020,3.5,Forward,PL
Sergio Agüero,FW,23.0,1,0,0.8,0.8,0.1,1,1,1,0,0,0,0,1,0,2020,10.0,Forward,PL
Raheem Sterling,LW,90.0,0,0,0.5,0.5,0.0,5,1,0,4,4,1,0,0,0,2020,5.5,Forward,PL
Riyad Mahrez,RW,90.0,0,0,0.2,0.2,0.4,3,0,1,1,8,1,0,0,0,2020,2.0,Forward,PL
Moise Kean,FW,71.0,1,0,0.3,0.3,0.0,3,3,1,3,0,1,0,0,0,2020,16.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,1,0,0.5,0.5,0.2,4,1,3,0,2,0,0,1,0,2020,9.5,Forward,PL
Oumar Niasse,FW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Joelinton,FW,78.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,0,0,0,2020,1.0,Forward,PL
Christian Atsu,LW,62.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,2020,0.5,Forward,PL
Miguel Almirón,RW,90.0,0,0,0.0,0.0,0.0,0,0,1,2,2,0,0,0,0,2020,0.0,Forward,PL
Callum Wilson,FW,90.0,1,0,0.8,0.8,0.0,1,1,1,1,0,1,0,0,0,2020,12.5,Forward,PL
Neal Maupay,FW,90.0,0,0,0.8,0.8,0.0,8,3,0,0,0,0,0,0,0,2020,9.5,Forward,PL
Pascal Groß,FW,60.0,0,0,0.1,0.1,0.1,2,0,2,0,5,0,0,0,0,2020,0.0,Forward,PL
Aaron Connolly,FW,30.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,2020,1.0,Forward,PL
Anwar El Ghazi,FW,90.0,0,0,0.0,0.0,0.1,1,0,1,0,6,0,0,0,0,2020,0.5,Forward,PL
Jack Grealish,LW,90.0,0,0,0.1,0.1,0.2,1,0,1,7,7,1,0,0,0,2020,1.0,Forward,PL
Trézéguet,RW,77.0,0,0,0.1,0.1,0.0,2,0,0,2,8,0,1,0,0,2020,2.5,Forward,PL
Indiana Vassilev,FW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Troy Deeney,FW,90.0,1,0,1.0,1.0,0.0,3,2,1,0,0,0,0,0,0,2020,14.5,Forward,PL
Gerard Deulofeu,LW,90.0,0,1,0.3,0.3,0.5,4,1,4,1,3,0,1,0,0,2020,6.0,Forward,PL
Roberto Pereyra,RW,81.0,0,0,0.1,0.1,0.1,1,0,1,2,2,1,1,0,0,2020,1.5,Forward,PL
Andre Gray,FW,9.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Tammy Abraham,FW,90.0,0,0,0.5,0.5,0.0,3,2,0,2,0,0,0,0,0,2020,5.5,Forward,PL
Willian,LW,79.0,0,0,0.1,0.1,0.0,1,1,1,1,2,0,1,0,0,2020,2.5,Forward,PL
Michy Batshuayi,LW,11.0,0,0,0.3,0.3,0.0,1,0,0,1,0,0,0,0,0,2020,1.5,Forward,PL
Callum Hudson-Odoi,RW,90.0,0,1,0.1,0.1,0.7,1,1,1,0,12,2,0,0,0,2020,8.0,Forward,PL
Alexandre Lacazette,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,3,0,0,0,2020,1.5,Forward,PL
Martinelli,LW,90.0,1,0,0.5,0.5,0.0,1,1,0,1,3,1,1,0,0,2020,14.0,Forward,PL
Nicolas Pépé,RW,81.0,0,0,0.0,0.0,0.0,0,0,0,2,7,1,0,0,0,2020,1.5,Forward,PL
Rob Holding,RW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Lucas Moura,FW,90.0,0,0,0.1,0.1,0.3,1,0,2,0,1,0,0,0,0,2020,-0.5,Forward,PL
Son Heung-min,LW,90.0,1,0,1.1,1.1,0.0,5,1,2,0,5,0,1,0,0,2020,13.5,Forward,PL
Érik Lamela,RW,62.0,0,0,0.2,0.2,0.0,2,1,2,2,0,1,0,0,0,2020,2.0,Forward,PL
Teemu Pukki,FW,90.0,1,0,1.2,0.4,0.2,3,0,0,0,0,1,0,0,0,2020,13.0,Forward,PL
Todd Cantwell,LW,90.0,0,0,0.4,0.4,0.3,4,0,1,3,1,2,2,1,0,2020,2.0,Forward,PL
Lukas Rupp,RW,86.0,0,0,0.1,0.1,0.1,2,0,3,1,1,0,0,0,0,2020,-1.0,Forward,PL
Josip Drmić,RW,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Jamie Vardy,FW,43.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,0,0,0,2020,3.0,Forward,PL
Kelechi Iheanacho,FW,47.0,0,1,0.2,0.2,0.1,2,0,1,1,0,0,0,0,0,2020,6.0,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.0,0.0,0.2,0,0,6,3,1,0,0,0,0,2020,-5.0,Forward,PL
Manuel Lanzini,FW,90.0,0,0,0.0,0.0,0.2,0,0,1,2,3,0,0,0,0,2020,0.0,Forward,PL
Michail Antonio,FW,45.0,0,0,0.5,0.5,0.0,2,1,4,0,1,0,0,0,0,2020,-0.5,Forward,PL
Anthony Martial,FW,90.0,0,0,0.7,0.7,0.1,5,2,0,1,0,0,0,0,0,2020,6.5,Forward,PL
Daniel James,LW,69.0,0,0,0.3,0.3,0.0,2,1,0,0,2,0,0,0,0,2020,3.5,Forward,PL
Jesse Lingard,LW,21.0,0,0,0.2,0.2,0.0,3,1,0,0,0,0,0,0,0,2020,4.0,Forward,PL
Andreas Pereira,RW,45.0,0,0,0.2,0.2,0.0,4,1,0,0,1,0,0,0,0,2020,4.5,Forward,PL
Mason Greenwood,RW,45.0,0,0,0.1,0.1,0.0,1,0,1,1,0,0,1,0,0,2020,1.0,Forward,PL
Jay Rodriguez,FW,90.0,1,0,0.0,0.0,0.0,1,1,2,2,0,1,1,0,0,2020,12.0,Forward,PL
Chris Wood,FW,90.0,1,1,0.5,0.5,0.0,2,1,0,2,0,0,1,0,0,2020,19.0,Forward,PL
Raúl Jiménez,FW,90.0,1,0,0.5,0.5,0.5,4,2,1,1,0,0,0,0,0,2020,15.0,Forward,PL
Adama Traoré,FW,90.0,0,1,0.1,0.1,0.3,2,1,2,3,10,1,0,0,0,2020,7.0,Forward,PL
Diogo Jota,LW,13.0,0,0,0.6,0.6,0.0,2,0,0,1,0,1,0,0,0,2020,2.5,Forward,PL
Roberto Firmino,FW,90.0,1,0,0.8,0.8,0.1,4,3,2,1,0,2,0,0,0,2020,16.5,Forward,PL
Sadio Mané,LW,33.0,0,0,0.0,0.0,0.1,0,0,0,0,1,1,0,0,0,2020,1.5,Forward,PL
Mohamed Salah,RW,85.0,0,0,0.4,0.4,0.1,6,2,0,1,0,1,0,0,0,2020,7.5,Forward,PL
Divock Origi,FW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,1,0,0,2020,-0.5,Forward,PL
Roberto Firmino,FW,90.0,0,0,0.5,0.5,0.1,2,1,2,0,1,3,0,0,0,2020,3.0,Forward,PL
Divock Origi,LW,69.0,0,0,0.0,0.0,0.0,1,1,0,2,0,1,0,0,0,2020,3.5,Forward,PL
Fabinho,LW,21.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,0,0,0,2020,-0.5,Forward,PL
Mohamed Salah,RW,90.0,1,1,1.1,0.3,0.7,4,0,0,0,4,0,0,0,0,2020,18.0,Forward,PL
Jamie Vardy,FW,80.0,0,0,0.4,0.4,0.3,1,1,1,0,0,0,0,0,0,2020,2.0,Forward,PL
Kelechi Iheanacho,FW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Tammy Abraham,FW,83.0,0,0,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,2020,1.0,Forward,PL
Pedro,LW,74.0,0,0,0.0,0.0,0.0,1,1,2,1,1,0,0,0,0,2020,1.0,Forward,PL
Willian,LW,16.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,2020,0.5,Forward,PL
Callum Hudson-Odoi,RW,90.0,0,0,0.1,0.1,0.0,1,0,1,2,2,0,0,0,0,2020,0.5,Forward,PL
Roberto Firmino,FW,90.0,0,3,0.9,0.9,0.6,3,2,1,1,0,1,0,0,0,2020,20.0,Forward,PL
Alex Oxlade-Chamberlain,LW,73.0,1,0,0.1,0.1,0.0,2,2,0,3,0,0,1,0,0,2020,15.5,Forward,PL
Mohamed Salah,RW,90.0,2,0,0.6,0.6,0.9,4,2,0,0,2,1,1,0,0,2020,27.0,Forward,PL
Takumi Minamino,LW,9.0,0,0,0.5,0.5,0.0,1,0,1,0,0,0,0,0,0,2020,0.5,Forward,PL
Danny Ings,FW,70.0,0,0,0.4,0.4,0.2,4,1,1,1,0,1,0,0,0,2020,4.0,Forward,PL
Che Adams,FW,20.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2020,1.5,Forward,PL
Shane Long,FW,70.0,0,0,0.2,0.2,0.2,2,1,6,0,1,0,0,0,0,2020,-2.5,Forward,PL
Michael Obafemi,FW,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Christian Benteke,FW,77.0,0,0,0.2,0.2,0.1,2,1,0,0,0,0,0,0,0,2020,3.5,Forward,PL
Andros Townsend,FW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,2020,1.0,Forward,PL
Billy Sharp,FW,64.0,0,0,0.0,0.0,0.0,1,0,2,2,0,1,0,0,0,2020,0.0,Forward,PL
Lys Mousset,FW,26.0,0,0,0.1,0.1,0.1,2,1,1,0,0,0,0,0,0,2020,2.5,Forward,PL
Oliver McBurnie,FW,90.0,0,0,0.0,0.0,0.1,0,0,1,3,0,1,1,0,0,2020,1.0,Forward,PL
Callum Wilson,FW,90.0,0,0,0.3,0.3,0.6,3,0,4,3,0,0,0,1,0,2020,-3.5,Forward,PL
Ryan Fraser,LW,90.0,0,0,0.7,0.7,0.1,3,2,0,2,7,0,1,0,0,2020,6.0,Forward,PL
Harry Wilson,RW,90.0,0,0,0.3,0.3,0.2,4,1,0,1,0,1,2,0,0,2020,6.0,Forward,PL
Mbwana Samatta,FW,90.0,1,0,0.4,0.4,0.0,3,2,0,0,0,0,0,0,0,2020,15.5,Forward,PL
Jack Grealish,LW,90.0,0,0,0.2,0.2,0.2,5,1,1,5,5,1,1,0,0,2020,5.0,Forward,PL
Anwar El Ghazi,RW,58.0,0,0,0.0,0.0,0.1,0,0,2,0,1,0,0,0,0,2020,-1.0,Forward,PL
Keinan Davis,RW,32.0,0,0,0.2,0.2,0.0,3,1,0,0,0,0,0,0,0,2020,4.0,Forward,PL
Troy Deeney,FW,90.0,0,1,0.0,0.0,0.2,0,0,2,3,0,1,0,0,0,2020,4.5,Forward,PL
Gerard Deulofeu,LW,82.0,0,1,0.1,0.1,0.1,2,0,2,1,1,2,0,0,0,2020,6.0,Forward,PL
Roberto Pereyra,RW,75.0,1,0,0.2,0.2,0.0,1,1,4,3,0,0,0,0,0,2020,9.0,Forward,PL
Isaac Success,FW,15.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,2020,-2.0,Forward,PL
Danny Welbeck,FW,33.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2020,1.5,Forward,PL
Richarlison,FW,90.0,0,0,0.2,0.2,0.4,1,0,0,3,0,1,0,0,0,2020,2.0,Forward,PL
Dominic Calvert-Lewin,FW,73.0,0,0,0.2,0.2,0.0,3,1,1,0,1,0,0,0,0,2020,3.0,Forward,PL
Moise Kean,FW,25.0,0,1,0.3,0.3,0.0,1,0,1,0,0,1,1,0,0,2020,6.5,Forward,PL
Sébastien Haller,FW,90.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,1,0,0,2020,0.5,Forward,PL
Pablo Fornals,RW,5.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Glenn Murray,FW,90.0,1,0,0.5,0.5,0.0,2,1,2,2,0,1,1,0,0,2020,12.5,Forward,PL
Leandro Trossard,LW,90.0,0,0,0.4,0.4,0.1,2,1,1,0,2,0,2,0,0,2020,3.5,Forward,PL
Pascal Groß,RW,90.0,1,0,0.5,0.5,0.6,2,1,2,0,10,0,0,0,0,2020,11.5,Forward,PL
Joelinton,FW,90.0,0,0,0.2,0.2,0.0,3,1,1,2,0,1,0,0,0,2020,3.5,Forward,PL
Allan Saint-Maximin,LW,79.0,0,0,0.2,0.2,0.0,5,3,0,3,4,0,0,0,0,2020,8.0,Forward,PL
Danny Rose,LW,11.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2020,0.0,Forward,PL
Miguel Almirón,RW,90.0,0,0,0.1,0.1,0.0,1,0,1,4,1,1,0,0,0,2020,1.0,Forward,PL
Teemu Pukki,FW,90.0,0,0,0.7,0.7,0.0,5,2,1,0,1,0,0,0,0,2020,5.5,Forward,PL
Todd Cantwell,LW,67.0,0,0,0.0,0.0,0.1,0,0,2,0,4,2,1,1,0,2020,-1.5,Forward,PL
Emi Buendía,LW,23.0,0,0,0.0,0.0,0.0,0,0,1,2,2,0,1,0,0,2020,0.5,Forward,PL
Lukas Rupp,RW,89.0,0,0,0.2,0.2,0.4,1,1,1,1,1,1,1,0,0,2020,3.0,Forward,PL
Mario Vrančić,RW,1.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2020,0.0,Forward,PL
Anthony Martial,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,5,0,1,0,0,0,2020,0.5,Forward,PL
Daniel James,LW,88.0,0,0,0.0,0.0,0.0,0,0,0,1,6,0,0,0,0,2020,1.0,Forward,PL
Juan Mata,RW,88.0,0,0,0.0,0.0,0.0,1,0,0,2,1,0,0,0,0,2020,1.5,Forward,PL
Raúl Jiménez,FW,90.0,0,0,0.1,0.1,0.0,1,1,2,2,0,1,1,0,0,2020,2.0,Forward,PL
Diogo Jota,LW,70.0,0,0,0.2,0.2,0.1,2,1,1,3,2,0,0,0,0,2020,2.5,Forward,PL
Pedro Neto,LW,20.0,0,0,0.0,0.0,0.1,0,0,1,1,0,0,0,0,0,2020,0.0,Forward,PL
Adama Traoré,RW,76.0,0,0,0.1,0.1,0.2,2,0,1,3,6,0,1,0,0,2020,1.5,Forward,PL
Daniel Podence,RW,14.0,0,0,0.1,0.1,0.1,1,0,0,1,1,0,1,0,0,2020,2.0,Forward,PL
Jay Rodriguez,FW,90.0,0,0,0.8,0.8,0.0,4,2,1,1,1,0,0,0,0,2020,5.0,Forward,PL
Chris Wood,FW,90.0,0,0,0.2,0.2,0.2,1,0,0,2,1,0,0,0,0,2020,1.5,Forward,PL
Alexandre Lacazette,FW,89.0,0,0,0.2,0.2,0.1,2,0,1,0,1,2,0,0,0,2020,2.0,Forward,PL
Eddie Nketiah,FW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2020,1.0,Forward,PL
Pierre-Emerick Aubameyang,LW,90.0,0,0,0.6,0.6,0.2,3,1,0,0,3,0,0,0,0,2020,4.0,Forward,PL
Martinelli,RW,90.0,0,0,0.1,0.1,0.0,1,0,0,0,1,2,1,0,0,2020,3.0,Forward,PL
Lucas Moura,FW,84.0,0,1,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,2020,6.0,Forward,PL
Steven Bergwijn,LW,70.0,1,0,0.0,0.0,0.0,1,1,0,0,1,1,2,0,0,2020,14.5,Forward,PL
Érik Lamela,LW,20.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2020,1.0,Forward,PL
Son Heung-min,RW,90.0,1,0,0.2,0.2,0.0,2,2,1,2,2,0,3,0,0,2020,15.5,Forward,PL
Sergio Agüero,FW,64.0,0,0,1.0,1.0,0.0,6,1,0,1,0,1,0,0,0,2020,6.0,Forward,PL
Raheem Sterling,LW,84.0,0,0,0.2,0.2,1.0,1,0,1,2,0,0,1,1,0,2020,-1.0,Forward,PL
Riyad Mahrez,RW,72.0,0,0,0.0,0.0,0.1,1,0,0,1,4,1,2,0,0,2020,3.0,Forward,PL
Gabriel Jesus,FW,18.0,0,0,0.1,0.1,0.0,1,1,2,0,0,2,0,0,0,2020,2.0,Forward,PL
