Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
Ryan Bennett,DF,Wolves,34,34,3060.0,1,0,0,0,12,0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.5,0.03,0.01,0.05,0.03,0.05
Bernardo,DF,Brighton,22,19,1750.0,0,1,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.9,0.02,0.05,0.07,0.02,0.07
Ryan Bertrand,DF,Southampton,24,24,2160.0,1,0,0,0,8,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,2.0,0.04,0.08,0.12,0.04,0.12
Willy Boly,DF,Wolves,36,36,3168.0,4,0,0,0,2,1,0.11,0.0,0.11,0.11,0.11,2.8,2.8,0.9,0.08,0.03,0.11,0.08,0.11
Gaëtan Bong,DF,Brighton,22,19,1805.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03,0.03,0.0,0.03
Miguel Britos,DF,Watford,3,2,185.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,DF,Brighton,14,14,1136.0,0,1,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.3,0.0,0.02,0.03,0.0,0.03
Joe Bryan,DF,Fulham,28,27,2350.0,0,1,0,0,5,0,0.0,0.04,0.04,0.0,0.04,0.7,0.7,2.6,0.03,0.1,0.12,0.03,0.12
Gary Cahill,DF,Chelsea,2,0,22.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Camacho,DF,Liverpool,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,
Jonny Castro,DF,Wolves,33,32,2779.0,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,2.0,2.0,1.6,0.07,0.05,0.12,0.07,0.12
Craig Cathcart,DF,Watford,36,35,3098.0,4,0,0,0,2,0,0.12,0.0,0.12,0.12,0.12,2.0,2.0,0.4,0.06,0.01,0.07,0.06,0.07
Ben Chilwell,DF,Leicester City,36,36,3240.0,0,4,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.9,0.9,2.9,0.03,0.08,0.11,0.03,0.11
Andreas Christensen,DF,Chelsea,8,6,615.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyrus Christie,DF,Fulham,28,19,1945.0,0,1,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,1.4,0.02,0.07,0.09,0.02,0.09
Ciaran Clark,DF,Newcastle Utd,11,9,858.0,3,0,0,0,1,0,0.31,0.0,0.31,0.31,0.31,0.3,0.3,0.4,0.04,0.05,0.08,0.04,0.08
Nathaniel Clyne,DF,Liverpool,4,1,108.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.05,0.05,0.05
Nathaniel Clyne,DF,Bournemouth,14,13,1145.0,0,1,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.2,0.02,0.02,0.04,0.02,0.04
Conor Coady,DF,Wolves,38,38,3420.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Séamus Coleman,DF,Everton,29,29,2560.0,2,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,2.4,0.04,0.08,0.13,0.04,0.13
Steve Cook,DF,Bournemouth,31,31,2787.0,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,1.3,0.03,0.04,0.08,0.03,0.08
Aaron Cresswell,DF,West Ham,20,18,1590.0,0,1,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,1.0,0.03,0.06,0.08,0.03,0.08
Greg Cunningham,DF,Cardiff City,7,7,630.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.02
Diogo Dalot,DF,Manchester Utd,16,12,1014.0,0,2,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.4,0.4,1.8,0.04,0.16,0.19,0.04,0.19
Charlie Daniels,DF,Bournemouth,21,17,1583.0,1,0,0,0,4,0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,1.1,0.03,0.06,0.09,0.03,0.09
Danilo,DF,Manchester City,11,9,806.0,1,0,0,0,1,0,0.11,0.0,0.11,0.11,0.11,0.4,0.4,0.3,0.05,0.03,0.08,0.05,0.08
Scott Dann,DF,Crystal Palace,10,7,660.0,0,1,0,0,1,0,0.0,0.14,0.14,0.0,0.14,0.3,0.3,0.0,0.04,0.0,0.04,0.04,0.04
Matteo Darmian,DF,Manchester Utd,6,5,443.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.03,0.0,0.03
Ben Davies,DF,Tottenham,27,20,1839.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.1,0.04,0.1,0.14,0.04,0.14
Jermain Defoe,DF,Bournemouth,4,0,21.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.52,0.0,1.52,1.52,1.52
Fabian Delph,DF,Manchester City,11,8,724.0,0,1,0,0,1,1,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05
Lucas Digne,DF,Everton,35,33,2965.0,4,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.2,1.2,6.0,0.04,0.18,0.22,0.04,0.22
Virgil van Dijk,DF,Liverpool,38,38,3385.0,4,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,3.1,3.1,1.1,0.08,0.03,0.11,0.08,0.11
Issa Diop,DF,West Ham,33,33,2970.0,1,0,0,0,4,0,0.03,0.0,0.03,0.03,0.03,1.4,1.4,0.1,0.04,0.0,0.05,0.04,0.05
Matt Doherty,DF,Wolves,38,35,3147.0,4,5,0,0,5,0,0.11,0.14,0.26,0.11,0.26,5.5,5.5,4.6,0.16,0.13,0.29,0.16,0.29
Shane Duffy,DF,Brighton,35,35,3087.0,5,1,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2.9,2.9,0.3,0.08,0.01,0.09,0.08,0.09
Demeaco Duhaney,DF,Huddersfield,1,1,45.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Dummett,DF,Newcastle Utd,26,21,1987.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.01,0.03,0.04,0.01,0.04
Lewis Dunk,DF,Brighton,36,36,3152.0,2,1,0,0,6,1,0.06,0.03,0.09,0.06,0.09,1.4,1.4,0.7,0.04,0.02,0.06,0.04,0.06
Erik Durm,DF,Huddersfield,28,21,2051.0,0,1,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.3,0.3,0.9,0.01,0.04,0.05,0.01,0.05
Bruno Ecuele Manga,DF,Cardiff City,38,37,3375.0,0,1,0,0,0,0,0.0,0.03,0.03,0.0,0.03,1.0,1.0,0.4,0.03,0.01,0.04,0.03,0.04
Jonny Evans,DF,Leicester City,24,21,1995.0,1,0,0,0,2,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,0.2,0.04,0.01,0.05,0.04,0.05
Kiko Femenía,DF,Watford,29,22,2046.0,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.4,0.4,2.0,0.02,0.09,0.11,0.02,0.11
Federico Fernández,DF,Newcastle Utd,19,17,1482.0,0,1,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03
Timothy Fosu-Mensah,DF,Fulham,12,10,794.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.01,0.05,0.05,0.01,0.05
Juan Foyth,DF,Tottenham,12,10,888.0,1,0,0,0,3,1,0.1,0.0,0.1,0.1,0.1,0.6,0.6,0.3,0.06,0.03,0.09,0.06,0.09
Simon Francis,DF,Bournemouth,17,13,1227.0,0,2,0,0,1,0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,1.0,0.01,0.07,0.08,0.01,0.08
Ryan Fredericks,DF,West Ham,15,12,1086.0,1,0,0,0,5,0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,0.2,0.04,0.02,0.06,0.04,0.06
Christian Fuchs,DF,Leicester City,3,2,206.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.12,0.14,0.02,0.14
Ben Gibson,DF,Burnley,1,1,63.0,1,0,0,0,1,0,1.43,0.0,1.43,1.43,1.43,0.5,0.5,0.0,0.77,0.0,0.77,0.77,0.77
Joe Gomez,DF,Liverpool,16,12,1060.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.03,0.05,0.01,0.05
Florent Hadergjonaj,DF,Huddersfield,24,19,1840.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.6,0.02,0.08,0.1,0.02,0.1
Wesley Hoedt,DF,Southampton,13,13,1170.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.04,0.0,0.04,0.04,0.04
Rob Holding,DF,Arsenal,10,9,807.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01
José Holebas,DF,Watford,28,27,2393.0,3,6,0,0,12,1,0.11,0.23,0.34,0.11,0.34,1.2,1.2,3.6,0.04,0.14,0.18,0.04,0.18
Mason Holgate,DF,Everton,5,4,407.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jagielka,DF,Everton,7,4,328.0,1,0,0,0,0,1,0.27,0.0,0.27,0.27,0.27,0.5,0.5,0.2,0.14,0.04,0.19,0.14,0.19
Daryl Janmaat,DF,Watford,18,17,1522.0,0,2,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,0.7,0.02,0.04,0.07,0.02,0.07
Carl Jenkinson,DF,Arsenal,3,2,165.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,DF,West Ham,1,1,63.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jones,DF,Manchester Utd,18,15,1261.0,0,1,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,0.6,0.03,0.04,0.07,0.03,0.07
Mathias Jørgensen,DF,Huddersfield,24,24,2148.0,3,1,0,0,6,0,0.13,0.04,0.17,0.13,0.17,1.2,1.2,0.3,0.05,0.01,0.06,0.05,0.06
Christian Kabasele,DF,Watford,21,19,1586.0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,0.08,0.0,0.08,0.08,0.08
Michael Keane,DF,Everton,33,33,2970.0,1,2,0,0,2,0,0.03,0.06,0.09,0.03,0.09,2.0,2.0,0.7,0.06,0.02,0.08,0.06,0.08
Martin Kelly,DF,Crystal Palace,13,12,1110.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.04,0.0,0.05,0.04,0.05
Jonjoe Kenny,DF,Everton,10,8,790.0,0,1,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05
Max Kilman,DF,Wolves,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,
Sead Kolašinac,DF,Arsenal,24,22,1890.0,0,5,0,0,5,0,0.0,0.24,0.24,0.0,0.24,0.4,0.4,5.6,0.02,0.27,0.29,0.02,0.29
Vincent Kompany,DF,Manchester City,17,13,1223.0,1,0,0,0,6,0,0.07,0.0,0.07,0.07,0.07,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
Terence Kongolo,DF,Huddersfield,32,32,2722.0,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,1.1,1.1,1.0,0.04,0.03,0.07,0.04,0.07
Laurent Koscielny,DF,Arsenal,17,13,1330.0,3,0,0,0,1,0,0.2,0.0,0.2,0.2,0.2,2.0,2.0,0.1,0.13,0.01,0.14,0.13,0.14
Aymeric Laporte,DF,Manchester City,35,34,3057.0,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.2,0.07,0.04,0.1,0.07,0.1
Jamaal Lascelles,DF,Newcastle Utd,32,32,2745.0,0,1,0,0,4,0,0.0,0.03,0.03,0.0,0.03,0.6,0.6,0.3,0.02,0.01,0.03,0.02,0.03
Maxime Le Marchand,DF,Fulham,26,25,2252.0,0,1,0,0,5,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,0.5,0.01,0.02,0.03,0.01,0.03
Florian Lejeune,DF,Newcastle Utd,12,12,1055.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.04,0.02,0.06,0.04,0.06
Stephan Lichtsteiner,DF,Arsenal,14,10,940.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Victor Lindelöf,DF,Manchester Utd,30,29,2602.0,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,0.6,0.6,1.0,0.02,0.04,0.06,0.02,0.06
Kevin Long,DF,Burnley,6,5,513.0,0,1,0,0,0,0,0.0,0.18,0.18,0.0,0.18,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
Dejan Lovren,DF,Liverpool,13,11,985.0,1,0,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.3,0.07,0.02,0.09,0.07,0.09
Chris Löwe,DF,Huddersfield,29,23,2057.0,0,2,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.5,0.5,1.5,0.02,0.07,0.09,0.02,0.09
Matthew Lowton,DF,Burnley,21,19,1748.0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.02,0.04,0.06,0.02,0.06
David Luiz,DF,Chelsea,36,36,3239.0,3,2,0,0,3,0,0.08,0.06,0.14,0.08,0.14,1.9,1.9,2.6,0.05,0.07,0.12,0.05,0.12
Harry Maguire,DF,Leicester City,31,31,2598.0,3,0,0,0,6,1,0.1,0.0,0.1,0.1,0.1,1.6,1.6,0.3,0.06,0.01,0.07,0.06,0.07
Ainsley Maitland-Niles,DF,Arsenal,16,11,985.0,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,0.9,0.9,1.1,0.08,0.1,0.18,0.08,0.18
Javier Manquillo,DF,Newcastle Utd,18,12,1097.0,0,3,0,0,2,0,0.0,0.25,0.25,0.0,0.25,0.1,0.1,0.9,0.0,0.08,0.08,0.0,0.08
Adrian Mariappa,DF,Watford,26,20,1921.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,0.04,0.03,0.07,0.04,0.07
Adam Masina,DF,Watford,14,11,1003.0,0,1,0,0,5,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.4,0.0,0.03,0.04,0.0,0.04
Arthur Masuaku,DF,West Ham,23,19,1755.0,0,1,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,1.5,0.0,0.08,0.08,0.0,0.08
Joël Matip,DF,Liverpool,22,17,1532.0,1,0,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.7,0.7,0.1,0.04,0.01,0.04,0.04,0.04
Konstantinos Mavropanos,DF,Arsenal,4,3,149.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.03,0.17,0.2,0.03,0.2
Alfie Mawson,DF,Fulham,15,13,1130.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
Ben Mee,DF,Burnley,38,38,3420.0,0,2,0,0,9,0,0.0,0.05,0.05,0.0,0.05,1.6,1.6,1.3,0.04,0.03,0.08,0.04,0.08
Benjamin Mendy,DF,Manchester City,10,10,900.0,0,5,0,0,1,0,0.0,0.5,0.5,0.0,0.5,0.2,0.2,1.5,0.02,0.15,0.17,0.02,0.17
Chris Mepham,DF,Bournemouth,13,10,849.0,0,1,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yerry Mina,DF,Everton,13,10,890.0,1,0,0,0,3,0,0.1,0.0,0.1,0.1,0.1,0.4,0.4,0.2,0.04,0.02,0.05,0.04,0.05
Tyrone Mings,DF,Bournemouth,5,2,141.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho Monreal,DF,Arsenal,22,21,1861.0,1,3,0,0,5,0,0.05,0.15,0.19,0.05,0.19,1.2,1.2,1.4,0.06,0.07,0.13,0.06,0.13
Martín Montoya,DF,Brighton,25,24,2166.0,0,1,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.1,0.01,0.05,0.05,0.01,0.05
Alberto Moreno,DF,Liverpool,2,2,155.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.08,0.09,0.01,0.09
Wes Morgan,DF,Leicester City,22,21,1924.0,3,0,0,0,3,2,0.14,0.0,0.14,0.14,0.14,2.1,2.1,0.2,0.1,0.01,0.1,0.1,0.1
Sean Morrison,DF,Cardiff City,34,34,3040.0,1,3,0,0,6,0,0.03,0.09,0.12,0.03,0.12,4.4,4.4,2.4,0.13,0.07,0.2,0.13,0.2
Shkodran Mustafi,DF,Arsenal,31,31,2615.0,2,0,0,0,9,0,0.07,0.0,0.07,0.07,0.07,1.3,1.3,0.2,0.05,0.01,0.05,0.05,0.05
Marc Navarro,DF,Watford,2,1,84.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Håvard Nordtveit,DF,Fulham,5,4,361.0,0,1,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.04,0.04,0.0,0.04
Denis Odoi,DF,Fulham,31,29,2594.0,0,1,0,0,4,0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,0.8,0.02,0.03,0.05,0.02,0.05
Angelo Ogbonna,DF,West Ham,24,20,1870.0,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,1.3,1.3,0.5,0.06,0.02,0.08,0.06,0.08
Nicolás Otamendi,DF,Manchester City,18,14,1233.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,0.09,0.01,0.1,0.09,0.1
Emerson Palmieri,DF,Chelsea,10,7,660.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.03,0.08,0.11,0.03,0.11
Sokratis Papastathopoulos,DF,Arsenal,25,25,2199.0,1,2,0,0,12,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,0.6,0.03,0.02,0.06,0.03,0.06
Lee Peltier,DF,Cardiff City,20,17,1542.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Ricardo Pereira,DF,Leicester City,35,35,3125.0,2,6,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.6,1.6,4.4,0.05,0.13,0.17,0.05,0.17
Sebastian Prödl,DF,Watford,1,0,13.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayne Ramsey,DF,Southampton,1,1,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Ream,DF,Fulham,26,25,2049.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Jazz Richards,DF,Cardiff City,4,0,129.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Rico,DF,Bournemouth,12,5,607.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,0.03,0.18,0.21,0.03,0.21
Matt Ritchie,DF,Newcastle Utd,36,35,2941.0,2,8,1,2,9,0,0.06,0.24,0.31,0.03,0.28,5.0,3.4,4.5,0.15,0.14,0.29,0.11,0.24
Andrew Robertson,DF,Liverpool,36,36,3219.0,0,11,0,0,4,0,0.0,0.31,0.31,0.0,0.31,1.0,1.0,6.6,0.03,0.18,0.21,0.03,0.21
Marcos Rojo,DF,Manchester Utd,5,2,211.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.12,0.0,0.12,0.12,0.12
Danny Rose,DF,Tottenham,26,20,1798.0,0,3,0,0,5,0,0.0,0.15,0.15,0.0,0.15,0.7,0.7,1.9,0.04,0.1,0.13,0.04,0.13
Antonio Rüdiger,DF,Chelsea,33,33,2874.0,1,0,0,0,7,0,0.03,0.0,0.03,0.03,0.03,2.0,2.0,0.4,0.06,0.01,0.08,0.06,0.08
Mamadou Sakho,DF,Crystal Palace,27,27,2417.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,0.03,0.02,0.05,0.03,0.05
Davinson Sánchez,DF,Tottenham,23,22,1943.0,1,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0.0,0.06,0.0,0.06,0.06,0.06
Fabian Schär,DF,Newcastle Utd,24,22,2004.0,4,1,0,0,12,0,0.18,0.04,0.22,0.18,0.22,1.8,1.8,0.6,0.08,0.03,0.11,0.08,0.11
Christopher Schindler,DF,Huddersfield,37,37,3261.0,1,0,0,0,5,1,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.3,0.04,0.01,0.05,0.04,0.05
Luke Shaw,DF,Manchester Utd,29,29,2592.0,1,4,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1.2,1.2,3.4,0.04,0.12,0.16,0.04,0.16
Danny Simpson,DF,Leicester City,6,3,291.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Jack Simpson,DF,Bournemouth,6,4,403.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.02,0.01,0.04,0.02,0.04
Chris Smalling,DF,Manchester Utd,24,24,2128.0,1,0,0,0,1,0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.5,0.05,0.02,0.07,0.05,0.07
Adam Smith,DF,Bournemouth,25,25,2072.0,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,0.02,0.03,0.05,0.02,0.05
Tommy Smith,DF,Huddersfield,15,13,1141.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.05,0.05,0.0,0.05
Cédric Soares,DF,Southampton,18,16,1494.0,1,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08
Pape Souaré,DF,Crystal Palace,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,
Çağlar Söyüncü,DF,Leicester City,6,4,371.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03
Jack Stephens,DF,Southampton,24,19,1696.0,1,0,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,0.1,0.05,0.01,0.05,0.05,0.05
