Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
Javier Hernández,FW,West Ham,25,14,1337.0,7,1,0,0,2,0,0.47,0.07,0.54,0.47,0.54,6.4,6.4,1.7,0.43,0.11,0.54,0.43,0.54
Son Heung-min,FW,Tottenham,31,23,2047.0,12,6,0,0,2,1,0.53,0.26,0.79,0.53,0.79,7.6,7.6,3.2,0.34,0.14,0.47,0.34,0.47
Gonzalo Higuaín,FW,Chelsea,14,13,1092.0,5,0,0,0,0,0,0.41,0.0,0.41,0.41,0.41,5.0,5.0,1.1,0.41,0.09,0.5,0.41,0.5
Junior Hoilett,FW,Cardiff City,32,23,2143.0,3,1,0,0,4,0,0.13,0.04,0.17,0.13,0.17,3.5,3.5,1.2,0.15,0.05,0.2,0.15,0.2
Callum Hudson-Odoi,FW,Chelsea,10,4,391.0,0,1,0,0,0,0,0.0,0.23,0.23,0.0,0.23,0.6,0.6,0.8,0.14,0.2,0.34,0.14,0.34
Kelechi Iheanacho,FW,Leicester City,30,9,926.0,1,3,0,0,2,0,0.1,0.29,0.39,0.1,0.39,2.7,2.7,1.7,0.26,0.17,0.43,0.26,0.43
Danny Ings,FW,Southampton,24,23,1666.0,7,3,3,3,1,0,0.38,0.16,0.54,0.22,0.38,8.8,6.6,2.6,0.48,0.14,0.62,0.35,0.49
Alex Iwobi,FW,Arsenal,35,22,1972.0,3,6,0,0,0,0,0.14,0.27,0.41,0.14,0.41,3.0,3.0,5.3,0.14,0.24,0.38,0.14,0.38
Alireza Jahanbakhsh,FW,Brighton,19,12,1021.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,0.08,0.02,0.1,0.08,0.1
Vincent Janssen,FW,Tottenham,3,0,36.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.63,0.0,0.63,0.63,0.63
Gabriel Jesus,FW,Manchester City,29,8,1019.0,7,3,1,1,1,0,0.62,0.26,0.88,0.53,0.79,9.6,8.8,1.7,0.85,0.15,1.0,0.78,0.93
Raúl Jiménez,FW,Wolves,38,36,3124.0,13,7,2,2,4,0,0.37,0.2,0.58,0.32,0.52,13.8,12.3,7.1,0.4,0.2,0.6,0.35,0.56
Tyreke Johnson,FW,Southampton,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,
Joselu,FW,Newcastle Utd,16,5,587.0,2,0,0,0,1,0,0.31,0.0,0.31,0.31,0.31,1.6,1.6,0.0,0.24,0.0,0.25,0.24,0.25
Diogo Jota,FW,Wolves,33,29,2369.0,9,5,0,0,11,0,0.34,0.19,0.53,0.34,0.53,8.2,8.2,3.8,0.31,0.14,0.46,0.31,0.46
Elias Kachunga,FW,Huddersfield,20,13,1181.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,0.09,0.01,0.1,0.09,0.1
Aboubakar Kamara,FW,Fulham,13,5,690.0,3,0,1,2,2,0,0.39,0.0,0.39,0.26,0.26,3.7,2.2,0.8,0.48,0.11,0.59,0.28,0.39
Harry Kane,FW,Tottenham,28,27,2427.0,17,4,4,4,5,0,0.63,0.15,0.78,0.48,0.63,13.9,10.8,4.0,0.52,0.15,0.66,0.4,0.55
Neeskens Kebano,FW,Fulham,7,0,101.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.0,0.06,0.06,0.06
Joshua King,FW,Bournemouth,35,34,2974.0,12,3,5,6,3,0,0.36,0.09,0.45,0.21,0.3,12.7,8.1,4.2,0.38,0.13,0.51,0.24,0.37
Anthony Knockaert,FW,Brighton,30,18,1833.0,2,6,0,0,4,1,0.1,0.29,0.39,0.1,0.39,2.6,2.6,4.3,0.13,0.21,0.34,0.13,0.34
Alexandre Lacazette,FW,Arsenal,35,27,2505.0,13,8,0,0,2,0,0.47,0.29,0.75,0.47,0.75,12.0,12.0,2.7,0.43,0.1,0.53,0.43,0.53
Érik Lamela,FW,Tottenham,19,9,972.0,4,2,0,0,2,0,0.37,0.19,0.56,0.37,0.56,3.4,3.4,2.6,0.31,0.24,0.55,0.31,0.55
Aaron Lennon,FW,Burnley,16,14,1216.0,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.5,0.5,0.6,0.04,0.05,0.08,0.04,0.08
Jesse Lingard,FW,Manchester Utd,27,19,1669.0,4,2,1,1,3,0,0.22,0.11,0.32,0.16,0.27,5.0,4.2,2.1,0.27,0.11,0.38,0.23,0.34
Fernando Llorente,FW,Tottenham,20,6,683.0,1,4,0,0,2,0,0.13,0.53,0.66,0.13,0.66,2.8,2.8,1.3,0.37,0.17,0.55,0.37,0.55
Jürgen Locadia,FW,Brighton,26,12,1227.0,2,0,0,0,1,0,0.15,0.0,0.15,0.15,0.15,3.1,3.1,1.1,0.22,0.08,0.3,0.22,0.3
Shane Long,FW,Southampton,26,12,1270.0,5,1,0,0,3,0,0.35,0.07,0.43,0.35,0.43,4.7,4.7,1.1,0.34,0.08,0.41,0.34,0.41
Ademola Lookman,FW,Everton,21,3,601.0,0,2,0,0,0,0,0.0,0.3,0.3,0.0,0.3,1.4,1.4,1.2,0.22,0.18,0.4,0.22,0.4
Romelu Lukaku,FW,Manchester Utd,32,22,2130.0,12,0,0,0,4,0,0.51,0.0,0.51,0.51,0.51,11.6,11.6,3.0,0.49,0.13,0.62,0.49,0.62
Gary Madine,FW,Cardiff City,5,0,32.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,FW,Manchester City,27,14,1339.0,7,4,0,1,0,0,0.47,0.27,0.74,0.47,0.74,5.6,4.8,4.3,0.38,0.29,0.66,0.33,0.61
Sadio Mané,FW,Liverpool,36,35,3086.0,22,1,0,0,2,0,0.64,0.03,0.67,0.64,0.67,16.0,16.0,4.6,0.47,0.13,0.6,0.47,0.6
Solly March,FW,Brighton,35,30,2473.0,1,5,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2.7,2.7,4.0,0.1,0.15,0.24,0.1,0.24
Lazar Marković,FW,Fulham,1,0,45.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Anthony Martial,FW,Manchester Utd,27,18,1624.0,10,2,1,1,2,0,0.55,0.11,0.67,0.5,0.61,5.8,5.0,2.6,0.32,0.14,0.46,0.28,0.42
Juan Mata,FW,Manchester Utd,22,16,1293.0,3,2,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.5,1.5,2.8,0.11,0.2,0.3,0.11,0.3
Isaac Mbenza,FW,Huddersfield,22,10,982.0,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.8,0.1,0.08,0.17,0.1,0.17
Aleksandar Mitrović,FW,Fulham,37,37,3281.0,11,3,1,1,7,0,0.3,0.08,0.38,0.27,0.36,14.5,13.7,2.6,0.4,0.07,0.47,0.38,0.45
Henrikh Mkhitaryan,FW,Arsenal,25,19,1644.0,6,4,0,0,1,0,0.33,0.22,0.55,0.33,0.55,4.3,4.3,4.2,0.24,0.23,0.46,0.24,0.46
Álvaro Morata,FW,Chelsea,16,11,943.0,5,0,0,0,3,0,0.48,0.0,0.48,0.48,0.48,6.2,6.2,0.2,0.59,0.02,0.61,0.59,0.61
Victor Moses,FW,Chelsea,2,0,26.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Mounié,FW,Huddersfield,31,19,1776.0,2,3,0,0,1,1,0.1,0.15,0.25,0.1,0.25,5.4,5.4,1.9,0.27,0.1,0.37,0.27,0.37
Lucas Moura,FW,Tottenham,32,25,2128.0,10,0,0,0,3,0,0.42,0.0,0.42,0.42,0.42,5.2,5.2,1.8,0.22,0.08,0.3,0.22,0.3
Lys Mousset,FW,Bournemouth,24,1,345.0,1,0,0,0,1,0,0.26,0.0,0.26,0.26,0.26,1.8,1.8,0.5,0.48,0.13,0.61,0.48,0.61
Josh Murphy,FW,Cardiff City,29,22,1823.0,3,2,0,0,2,0,0.15,0.1,0.25,0.15,0.25,3.2,3.2,3.1,0.16,0.15,0.31,0.16,0.31
Glenn Murray,FW,Brighton,38,30,2514.0,13,1,4,4,5,0,0.47,0.04,0.5,0.32,0.36,10.5,7.5,0.9,0.38,0.03,0.41,0.27,0.3
Yoshinori Mutō,FW,Newcastle Utd,17,5,516.0,1,0,0,0,1,0,0.17,0.0,0.17,0.17,0.17,0.8,0.8,0.3,0.14,0.06,0.2,0.14,0.2
Georges-Kévin N'Koudou,FW,Tottenham,1,0,4.0,0,1,0,0,0,0,0.0,22.5,22.5,0.0,22.5,0.0,0.0,0.1,0.0,3.34,3.34,0.0,3.34
Oumar Niasse,FW,Cardiff City,13,12,940.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.9,2.9,0.5,0.28,0.05,0.32,0.28,0.32
Oumar Niasse,FW,Everton,5,0,58.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.73,0.28,1.02,0.73,1.02
Michael Obafemi,FW,Southampton,6,1,135.0,1,1,0,0,1,0,0.67,0.67,1.33,0.67,1.33,1.7,1.7,0.2,1.16,0.14,1.29,1.16,1.29
Stefano Okaka,FW,Watford,2,0,22.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,1.97,0.99,2.96,1.97,2.96
Shinji Okazaki,FW,Leicester City,21,1,269.0,0,1,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.3,0.3,0.3,0.09,0.11,0.2,0.09,0.2
Divock Origi,FW,Liverpool,12,4,366.0,3,1,0,0,0,0,0.74,0.25,0.98,0.74,0.98,2.1,2.1,0.2,0.52,0.05,0.57,0.52,0.57
Callum Paterson,FW,Cardiff City,27,21,1996.0,5,1,1,1,4,0,0.23,0.05,0.27,0.18,0.23,5.3,4.5,2.0,0.24,0.09,0.33,0.2,0.3
Pedro,FW,Chelsea,31,21,1780.0,8,2,0,0,2,0,0.4,0.1,0.51,0.4,0.51,6.4,6.4,2.7,0.33,0.14,0.46,0.33,0.46
Roberto Pereyra,FW,Watford,33,33,2824.0,6,1,0,0,3,0,0.19,0.03,0.22,0.19,0.22,4.9,4.9,3.3,0.15,0.1,0.26,0.15,0.26
Ayoze Pérez,FW,Newcastle Utd,37,34,2929.0,12,2,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.7,7.7,3.3,0.24,0.1,0.34,0.24,0.34
Lucas Pérez,FW,West Ham,15,4,466.0,3,0,0,0,0,0,0.58,0.0,0.58,0.58,0.58,1.7,1.7,0.9,0.33,0.17,0.5,0.33,0.5
Collin Quaner,FW,Huddersfield,2,0,37.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.2
Marcus Rashford,FW,Manchester Utd,33,26,2343.0,10,6,0,0,3,1,0.38,0.23,0.61,0.38,0.61,9.0,9.0,4.3,0.34,0.17,0.51,0.34,0.51
Nathan Redmond,FW,Southampton,38,36,3278.0,6,4,0,0,3,0,0.16,0.11,0.27,0.16,0.27,6.3,6.3,5.3,0.17,0.15,0.32,0.17,0.32
Bobby Reid,FW,Cardiff City,27,16,1422.0,5,2,1,1,0,0,0.32,0.13,0.44,0.25,0.38,4.4,3.6,0.9,0.28,0.06,0.34,0.23,0.29
Richarlison,FW,Everton,35,32,2678.0,13,1,0,0,5,1,0.44,0.03,0.47,0.44,0.47,8.9,8.9,1.5,0.3,0.05,0.35,0.3,0.35
Salomón Rondón,FW,Newcastle Utd,32,30,2608.0,11,7,0,0,1,0,0.38,0.24,0.62,0.38,0.62,10.7,10.7,3.3,0.37,0.11,0.48,0.37,0.48
Aaron Rowe,FW,Huddersfield,2,1,69.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdelhamid Sabiri,FW,Huddersfield,2,1,48.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,FW,Arsenal,1,0,7.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary Sako,FW,Crystal Palace,4,0,25.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Salah,FW,Liverpool,38,37,3262.0,22,8,3,3,1,0,0.61,0.22,0.83,0.52,0.74,19.3,17.0,9.2,0.53,0.25,0.79,0.47,0.72
Alexis Sánchez,FW,Manchester Utd,20,9,877.0,1,3,0,0,3,0,0.1,0.31,0.41,0.1,0.41,1.4,1.4,3.2,0.15,0.33,0.47,0.15,0.47
Leroy Sané,FW,Manchester City,31,21,1867.0,10,10,0,0,1,0,0.48,0.48,0.96,0.48,0.96,5.8,5.8,6.7,0.28,0.32,0.6,0.28,0.6
André Schürrle,FW,Fulham,24,21,1651.0,6,0,0,0,2,0,0.33,0.0,0.33,0.33,0.33,3.4,3.4,1.8,0.19,0.1,0.28,0.19,0.28
Ken Sema,FW,Watford,17,9,754.0,1,2,0,0,1,0,0.12,0.24,0.36,0.12,0.36,0.8,0.8,0.4,0.09,0.05,0.14,0.09,0.14
Ryan Sessegnon,FW,Fulham,35,26,2294.0,2,6,0,0,0,0,0.08,0.24,0.31,0.08,0.31,3.3,3.3,4.9,0.13,0.19,0.32,0.13,0.32
Xherdan Shaqiri,FW,Liverpool,24,11,1057.0,6,3,0,0,2,0,0.51,0.26,0.77,0.51,0.77,3.7,3.7,1.7,0.31,0.14,0.46,0.31,0.46
Xande Silva,FW,West Ham,1,0,17.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.39,0.1,0.49,0.39,0.49
Josh Sims,FW,Southampton,7,2,209.0,0,1,0,0,0,0,0.0,0.43,0.43,0.0,0.43,0.6,0.6,0.5,0.27,0.23,0.5,0.27,0.5
Ramadan Sobhi,FW,Huddersfield,4,0,75.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.35,0.35,0.0,0.35
Dominic Solanke,FW,Bournemouth,10,2,341.0,0,1,0,0,0,0,0.0,0.26,0.26,0.0,0.26,0.9,0.9,0.6,0.23,0.16,0.38,0.23,0.38
Raheem Sterling,FW,Manchester City,34,31,2777.0,17,9,0,0,3,0,0.55,0.29,0.84,0.55,0.84,12.5,12.5,9.1,0.4,0.3,0.7,0.4,0.7
Daniel Sturridge,FW,Liverpool,18,4,496.0,2,1,0,0,1,0,0.36,0.18,0.54,0.36,0.54,1.2,1.2,1.3,0.21,0.23,0.44,0.21,0.44
Denis Suárez,FW,Arsenal,4,0,67.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Success,FW,Watford,30,9,1037.0,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2.6,2.6,2.1,0.23,0.18,0.41,0.23,0.41
Sam Surridge,FW,Bournemouth,2,0,11.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,2.69,0.46,3.15,2.69,3.15
Alexander Sørloth,FW,Crystal Palace,12,0,173.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.11,0.27,0.39,0.11,0.39
Cenk Tosun,FW,Everton,25,10,1050.0,3,3,0,0,3,0,0.26,0.26,0.51,0.26,0.51,4.0,4.0,0.5,0.34,0.04,0.39,0.34,0.39
Andros Townsend,FW,Crystal Palace,38,34,3018.0,6,4,0,0,1,0,0.18,0.12,0.3,0.18,0.3,5.0,5.0,5.4,0.15,0.16,0.31,0.15,0.31
Adama Traoré,FW,Wolves,29,8,891.0,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.1,1.1,1.6,0.11,0.17,0.28,0.11,0.28
Jamie Vardy,FW,Leicester City,34,30,2735.0,18,4,4,5,3,1,0.59,0.13,0.72,0.46,0.59,17.0,13.2,4.3,0.56,0.14,0.7,0.43,0.58
Luciano Vietto,FW,Fulham,20,10,985.0,1,4,0,0,1,0,0.09,0.37,0.46,0.09,0.46,2.1,2.1,2.4,0.19,0.22,0.41,0.19,0.41
Sam Vokes,FW,Burnley,20,10,913.0,3,0,0,0,0,0,0.3,0.0,0.3,0.3,0.3,2.5,2.5,0.5,0.25,0.04,0.29,0.25,0.29
Matěj Vydra,FW,Burnley,13,3,311.0,1,1,0,0,1,0,0.29,0.29,0.58,0.29,0.58,1.5,1.5,0.2,0.44,0.05,0.49,0.44,0.49
Theo Walcott,FW,Everton,37,24,2122.0,5,2,0,0,1,0,0.21,0.08,0.3,0.21,0.3,5.9,5.9,2.4,0.25,0.1,0.35,0.25,0.35
Danny Ward,FW,Cardiff City,14,4,440.0,1,0,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.7,0.7,0.2,0.14,0.04,0.17,0.14,0.17
Danny Welbeck,FW,Arsenal,8,1,147.0,1,1,0,0,0,0,0.61,0.61,1.22,0.61,1.22,0.6,0.6,0.6,0.38,0.4,0.78,0.38,0.78
Connor Wickham,FW,Crystal Palace,6,0,61.0,0,1,0,0,0,0,0.0,1.48,1.48,0.0,1.48,0.6,0.6,0.2,0.87,0.36,1.23,0.87,1.23
Willian,FW,Chelsea,32,26,2108.0,3,6,0,0,2,0,0.13,0.26,0.38,0.13,0.38,4.7,4.7,6.2,0.2,0.26,0.46,0.2,0.46
Callum Wilson,FW,Bournemouth,30,29,2535.0,14,9,1,2,3,0,0.5,0.32,0.82,0.46,0.78,14.3,12.8,4.2,0.51,0.15,0.66,0.45,0.6
Chris Wood,FW,Burnley,38,29,2595.0,10,2,0,0,2,0,0.35,0.07,0.42,0.35,0.42,8.9,8.9,2.0,0.31,0.07,0.38,0.31,0.38
Andriy Yarmolenko,FW,West Ham,9,5,460.0,2,0,0,0,2,0,0.39,0.0,0.39,0.39,0.39,1.1,1.1,0.5,0.21,0.1,0.31,0.21,0.31
Wilfried Zaha,FW,Crystal Palace,34,34,3040.0,10,5,0,0,9,1,0.3,0.15,0.44,0.3,0.44,6.3,6.3,5.8,0.19,0.17,0.36,0.19,0.36
Kenneth Zohore,FW,Cardiff City,19,7,746.0,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,1.0,0.22,0.12,0.34,0.22,0.34
