Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
Andreas Christensen,DF,Chelsea,27,23,2086,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,0.06,0.01,0.07,0.06,0.07
Ciaran Clark,DF,Newcastle Utd,20,19,1746,2,1,0,0,3,0,0.1,0.05,0.15,0.1,0.15,1.9,1.9,0.5,0.1,0.02,0.12,0.1,0.12
Nathaniel Clyne,DF,Liverpool,3,2,174,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.1
Séamus Coleman,DF,Everton,12,12,1035,0,1,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.9,0.9,0.4,0.07,0.03,0.11,0.07,0.11
James Collins,DF,West Ham,13,12,1050,1,0,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.4,0.4,0.5,0.03,0.05,0.08,0.03,0.08
Steve Cook,DF,Bournemouth,34,31,2767,2,1,0,0,5,0,0.07,0.03,0.1,0.07,0.1,2.3,2.3,0.4,0.08,0.01,0.09,0.08,0.09
Martin Cranie,DF,Huddersfield,3,2,180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Cresswell,DF,West Ham,36,35,3069,1,3,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.7,0.7,2.9,0.02,0.08,0.1,0.02,0.1
Charlie Daniels,DF,Bournemouth,35,34,3002,1,3,0,0,0,0,0.03,0.09,0.12,0.03,0.12,0.5,0.5,2.2,0.02,0.07,0.08,0.02,0.08
Danilo,DF,Manchester City,23,13,1349,3,2,0,0,2,0,0.2,0.13,0.33,0.2,0.33,0.8,0.8,0.3,0.06,0.02,0.08,0.06,0.08
Scott Dann,DF,Crystal Palace,17,16,1435,1,0,0,0,4,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,0.2,0.12,0.01,0.14,0.12,0.14
Matteo Darmian,DF,Manchester Utd,8,5,444,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Ben Davies,DF,Tottenham,29,26,2324,2,6,0,0,3,0,0.08,0.23,0.31,0.08,0.31,1.2,1.2,3.1,0.05,0.12,0.17,0.05,0.17
Craig Dawson,DF,West Brom,28,28,2510,2,0,0,0,6,0,0.07,0.0,0.07,0.07,0.07,2.0,2.0,1.2,0.07,0.04,0.12,0.07,0.12
Damien Delaney,DF,Crystal Palace,2,1,96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian Delph,DF,Manchester City,22,21,1741,1,2,0,0,2,0,0.05,0.1,0.16,0.05,0.16,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07
Mike van der Hoorn,DF,Swansea City,24,24,1944,1,0,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,0.3,0.04,0.01,0.06,0.04,0.06
Virgil van Dijk,DF,Liverpool,14,14,1260,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,0.11,0.02,0.12,0.11,0.12
Virgil van Dijk,DF,Southampton,12,11,994,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.12,0.0,0.12,0.12,0.12
Aleksandar Dragović,DF,Leicester City,11,7,769,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.0,0.02,0.02,0.02
Shane Duffy,DF,Brighton,37,37,3292,0,1,0,0,8,0,0.0,0.03,0.03,0.0,0.03,2.3,2.3,0.7,0.06,0.02,0.08,0.06,0.08
Paul Dummett,DF,Newcastle Utd,20,19,1602,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04
Lewis Dunk,DF,Brighton,38,38,3420,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.7,2.7,0.3,0.07,0.01,0.08,0.07,0.08
Tom Edwards,DF,Stoke City,6,6,481,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.05,0.05,0.0,0.05
Jonny Evans,DF,West Brom,28,26,2270,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.7,1.7,0.3,0.07,0.01,0.08,0.07,0.08
Patrice Evra,DF,West Ham,5,3,228,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,DF,Watford,23,19,1713,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,1.8,0.02,0.1,0.12,0.02,0.12
Federico Fernández,DF,Swansea City,30,30,2676,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,0.8,0.03,0.03,0.05,0.03,0.05
José Fonte,DF,West Ham,8,8,688,0,1,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,0.1,0.09,0.01,0.1,0.09,0.1
Timothy Fosu-Mensah,DF,Crystal Palace,21,17,1596,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,0.03,0.03,0.06,0.03,0.06
Simon Francis,DF,Bournemouth,32,31,2705,0,1,0,0,9,2,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.9,0.02,0.06,0.08,0.02,0.08
Christian Fuchs,DF,Leicester City,25,21,1921,0,1,0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.5,0.02,0.02,0.04,0.02,0.04
Ramiro Funes Mori,DF,Everton,4,1,121,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.0,0.07,0.07,0.07
Jesús Gámez,DF,Newcastle Utd,2,1,98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.11,0.14,0.03,0.14
Kieran Gibbs,DF,West Brom,33,32,2827,0,1,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.2,0.2,1.6,0.01,0.05,0.06,0.01,0.06
Connor Goldson,DF,Brighton,3,2,200,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.0,0.07,0.07,0.07
Joe Gomez,DF,Liverpool,23,21,1902,0,2,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,1.3,0.01,0.06,0.07,0.01,0.07
Marko Grujić,DF,Liverpool,3,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
Florent Hadergjonaj,DF,Huddersfield,23,19,1674,0,1,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,1.6,0.02,0.09,0.11,0.02,0.11
Michael Hefele,DF,Huddersfield,2,0,33,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Hegazi,DF,West Brom,38,38,3386,2,0,0,0,4,0,0.05,0.0,0.05,0.05,0.05,1.4,1.4,0.4,0.04,0.01,0.05,0.04,0.05
Wesley Hoedt,DF,Southampton,28,28,2520,0,1,0,0,7,0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,1.0,0.05,0.04,0.08,0.05,0.08
Rob Holding,DF,Arsenal,12,9,822,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
José Holebas,DF,Watford,28,26,2382,0,4,0,0,7,0,0.0,0.15,0.15,0.0,0.15,0.5,0.5,3.9,0.02,0.15,0.17,0.02,0.17
Mason Holgate,DF,Everton,15,13,1184,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.04,0.03,0.07,0.04,0.07
Uwe Hünemeier,DF,Brighton,1,0,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Jagielka,DF,Everton,25,23,2065,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.02,0.0,0.02,0.02,0.02
Daryl Janmaat,DF,Watford,23,21,1820,3,0,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,1.0,0.07,0.05,0.12,0.07,0.12
Glen Johnson,DF,Stoke City,9,7,547,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09
Phil Jones,DF,Manchester Utd,23,23,1973,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.0,0.02,0.02,0.02
Mathias Jørgensen,DF,Huddersfield,38,38,3420,0,2,0,0,6,0,0.0,0.05,0.05,0.0,0.05,2.0,2.0,0.6,0.05,0.02,0.07,0.05,0.07
Christian Kabasele,DF,Watford,28,27,2330,2,0,0,0,5,0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,0.0,0.02,0.0,0.02,0.02,0.02
Younès Kaboul,DF,Watford,2,2,150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Keane,DF,Everton,30,29,2560,0,1,0,0,3,0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,0.4,0.04,0.02,0.06,0.04,0.06
Martin Kelly,DF,Crystal Palace,15,12,1195,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.03,0.0,0.03,0.03,0.03
Jonjoe Kenny,DF,Everton,19,17,1590,0,1,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07
Ragnar Klavan,DF,Liverpool,19,16,1451,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01
Sead Kolašinac,DF,Arsenal,27,25,2147,2,4,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,2.5,0.1,0.1,0.21,0.1,0.21
Vincent Kompany,DF,Manchester City,17,17,1394,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,0.3,0.03,0.02,0.06,0.03,0.06
Terence Kongolo,DF,Huddersfield,13,11,1049,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.03,0.02,0.05,0.03,0.05
Laurent Koscielny,DF,Arsenal,25,25,2225,2,0,0,0,4,0,0.08,0.0,0.08,0.08,0.08,1.7,1.7,0.6,0.07,0.02,0.09,0.07,0.09
Aymeric Laporte,DF,Manchester City,9,9,806,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
Jamaal Lascelles,DF,Newcastle Utd,33,32,2928,3,0,0,0,5,0,0.09,0.0,0.09,0.09,0.09,1.2,1.2,0.1,0.04,0.0,0.04,0.04,0.04
Florian Lejeune,DF,Newcastle Utd,24,24,2103,0,2,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,1.3,0.02,0.06,0.07,0.02,0.07
Victor Lindelöf,DF,Manchester Utd,17,13,1285,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.0,0.02
Kevin Long,DF,Burnley,16,16,1440,1,2,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.2,1.2,0.7,0.08,0.04,0.12,0.08,0.12
Dejan Lovren,DF,Liverpool,29,24,2127,2,1,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,1.6,0.06,0.07,0.13,0.06,0.13
Chris Löwe,DF,Huddersfield,23,19,1588,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04
Matthew Lowton,DF,Burnley,26,25,2295,0,3,0,0,1,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,1.5,0.01,0.06,0.06,0.01,0.06
David Luiz,DF,Chelsea,10,9,840,1,0,0,0,4,1,0.11,0.0,0.11,0.11,0.11,0.5,0.5,0.0,0.06,0.01,0.06,0.06,0.06
Harry Maguire,DF,Leicester City,38,38,3420,2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.6,2.6,2.2,0.07,0.06,0.13,0.07,0.13
Ainsley Maitland-Niles,DF,Arsenal,15,8,914,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.02,0.07,0.09,0.02,0.09
Scott Malone,DF,Huddersfield,22,12,1119,0,1,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.5,0.06,0.04,0.1,0.06,0.1
Eliaquim Mangala,DF,Manchester City,9,4,488,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.04,0.06,0.1,0.04,0.1
Eliaquim Mangala,DF,Everton,2,2,134,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04
Javier Manquillo,DF,Newcastle Utd,21,20,1758,0,1,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.5,0.0,0.03,0.03,0.0,0.03
Adrian Mariappa,DF,Watford,28,24,2210,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.02,0.01,0.03,0.02,0.03
Cuco Martina,DF,Everton,21,20,1830,0,2,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.9,0.01,0.04,0.05,0.01,0.05
Bruno Martins Indi,DF,Stoke City,17,14,1243,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05
Joël Matip,DF,Liverpool,25,22,1997,1,0,0,0,3,0,0.05,0.0,0.05,0.05,0.05,2.3,2.3,0.5,0.1,0.02,0.13,0.1,0.13
Konstantinos Mavropanos,DF,Arsenal,3,3,195,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Mawson,DF,Swansea City,38,38,3420,2,1,0,0,3,0,0.05,0.03,0.08,0.05,0.08,2.1,2.1,0.5,0.06,0.01,0.07,0.06,0.07
Chancel Mbemba,DF,Newcastle Utd,9,7,672,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.05,0.0,0.05
Gareth McAuley,DF,West Brom,9,5,458,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam McQueen,DF,Southampton,7,1,148,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.3,0.32,0.01,0.32
Ben Mee,DF,Burnley,29,29,2610,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.2,0.06,0.01,0.07,0.06,0.07
Benjamin Mendy,DF,Manchester City,7,4,363,0,1,0,0,2,0,0.0,0.25,0.25,0.0,0.25,0.2,0.2,0.4,0.05,0.11,0.16,0.05,0.16
Per Mertesacker,DF,Arsenal,6,4,366,1,0,0,0,0,0,0.25,0.0,0.25,0.25,0.25,0.3,0.3,0.0,0.08,0.0,0.08,0.08,0.08
Tyrone Mings,DF,Bournemouth,4,3,201,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06
Nacho Monreal,DF,Arsenal,28,26,2243,5,2,0,0,3,0,0.2,0.08,0.28,0.2,0.28,1.7,1.7,1.3,0.07,0.05,0.12,0.07,0.12
Alberto Moreno,DF,Liverpool,16,14,1266,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,0.04,0.06,0.1,0.04,0.1
Wes Morgan,DF,Leicester City,32,32,2817,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,0.05,0.01,0.05,0.05,0.05
Shkodran Mustafi,DF,Arsenal,27,25,2273,3,1,0,0,6,0,0.12,0.04,0.16,0.12,0.16,1.0,1.0,1.2,0.04,0.05,0.09,0.04,0.09
Kyle Naughton,DF,Swansea City,34,34,3030,0,2,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,0.4,0.01,0.01,0.02,0.01,0.02
Allan Nyom,DF,West Brom,29,25,2310,0,1,0,0,7,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.1,0.0,0.04,0.05,0.0,0.05
Angelo Ogbonna,DF,West Ham,32,32,2880,1,0,0,0,3,0,0.03,0.0,0.03,0.03,0.03,0.6,0.6,0.5,0.02,0.02,0.03,0.02,0.03
Martin Olsson,DF,Swansea City,36,36,3149,0,1,0,0,7,0,0.0,0.03,0.03,0.0,0.03,0.8,0.8,1.1,0.02,0.03,0.06,0.02,0.06
Nicolás Otamendi,DF,Manchester City,34,33,2967,4,0,0,0,9,0,0.12,0.0,0.12,0.12,0.12,2.8,2.8,0.4,0.09,0.01,0.1,0.09,0.1
Emerson Palmieri,DF,Chelsea,5,3,280,0,1,0,0,0,0,0.0,0.32,0.32,0.0,0.32,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08
Jérémy Pied,DF,Southampton,2,2,180,0,1,0,0,0,0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.2,0.02,0.1,0.12,0.02,0.12
Erik Pieters,DF,Stoke City,31,30,2718,0,1,0,0,5,0,0.0,0.03,0.03,0.0,0.03,0.1,0.1,1.3,0.0,0.04,0.05,0.0,0.05
Sebastian Prödl,DF,Watford,21,17,1570,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06
Àngel Rangel,DF,Swansea City,4,2,156,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.06,0.0,0.06
Winston Reid,DF,West Ham,17,17,1452,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03
Declan Rice,DF,West Ham,26,15,1430,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
Andrew Robertson,DF,Liverpool,22,22,1940,1,5,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.6,0.6,3.0,0.03,0.14,0.17,0.03,0.17
Marcos Rojo,DF,Manchester Utd,9,8,640,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.02,0.05,0.06,0.02,0.06
Danny Rose,DF,Tottenham,10,9,800,0,1,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.8,0.8,0.8,0.09,0.09,0.19,0.09,0.19
Liam Rosenior,DF,Brighton,3,1,164,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03
Antonio Rüdiger,DF,Chelsea,27,25,2338,2,1,0,0,4,0,0.08,0.04,0.12,0.08,0.12,2.0,2.0,0.5,0.08,0.02,0.09,0.08,0.09
Mamadou Sakho,DF,Crystal Palace,19,18,1600,1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.5,1.5,1.0,0.08,0.05,0.14,0.08,0.14
Davinson Sánchez,DF,Tottenham,31,29,2534,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.03,0.0,0.04,0.03,0.04
Ezequiel Schelotto,DF,Brighton,20,15,1318,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.05,0.05,0.09,0.05,0.09
Christopher Schindler,DF,Huddersfield,37,37,3265,0,1,0,0,7,2,0.0,0.03,0.03,0.0,0.03,0.9,0.9,1.7,0.02,0.05,0.07,0.02,0.07
Jeffrey Schlupp,DF,Crystal Palace,24,21,1745,0,1,0,0,3,0,0.0,0.05,0.05,0.0,0.05,1.5,1.5,0.8,0.08,0.04,0.12,0.08,0.12
Luke Shaw,DF,Manchester Utd,11,8,790,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08
Ryan Shawcross,DF,Stoke City,27,27,2371,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.1,0.11,0.0,0.11,0.11,0.11
Danny Simpson,DF,Leicester City,28,27,2306,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.01,0.01,0.02,0.01,0.02
Jack Simpson,DF,Bournemouth,1,1,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Smalling,DF,Manchester Utd,29,28,2536,4,0,0,0,4,0,0.14,0.0,0.14,0.14,0.14,3.2,3.2,0.4,0.11,0.01,0.13,0.11,0.13
Adam Smith,DF,Bournemouth,27,22,2071,1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.5,0.5,1.0,0.02,0.04,0.07,0.02,0.07
Tommy Smith,DF,Huddersfield,24,21,1904,0,1,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.5,0.01,0.07,0.08,0.01,0.08
Cédric Soares,DF,Southampton,32,32,2794,0,3,0,0,3,0,0.0,0.1,0.1,0.0,0.1,0.7,0.7,2.9,0.02,0.09,0.12,0.02,0.12
Pape Souaré,DF,Crystal Palace,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kostas Stafylidis,DF,Stoke City,5,4,335,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03
Jack Stephens,DF,Southampton,22,22,1980,2,0,0,0,6,1,0.09,0.0,0.09,0.09,0.09,1.4,1.4,0.1,0.06,0.0,0.07,0.06,0.07
John Stones,DF,Manchester City,18,16,1302,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.1,0.0,0.1,0.1,0.1
Markus Suttner,DF,Brighton,14,13,1179,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.01,0.04,0.05,0.01,0.05
Matt Targett,DF,Southampton,2,2,166,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.07,0.0,0.07
