Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
James Tarkowski,DF,Burnley,31,31,2790,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,0.03,0.03,0.05,0.03,0.05
Charlie Taylor,DF,Burnley,11,10,950,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.03,0.0,0.03
James Tomkins,DF,Crystal Palace,28,27,2387,3,0,0,0,8,0,0.11,0.0,0.11,0.11,0.11,2.3,2.3,0.2,0.09,0.01,0.1,0.09,0.1
Kieran Trippier,DF,Tottenham,24,21,1914,0,5,0,0,1,0,0.0,0.24,0.24,0.0,0.24,0.2,0.2,3.0,0.01,0.14,0.15,0.01,0.15
Josh Tymon,DF,Stoke City,3,2,163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Valencia,DF,Manchester Utd,31,31,2740,3,1,0,0,7,0,0.1,0.03,0.13,0.1,0.13,0.6,0.6,1.6,0.02,0.05,0.07,0.02,0.07
Jan Vertonghen,DF,Tottenham,36,36,3203,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.2,0.03,0.03,0.06,0.03,0.06
Molla Wagué,DF,Watford,6,5,438,1,0,0,0,0,0,0.21,0.0,0.21,0.21,0.21,0.6,0.6,0.0,0.13,0.0,0.13,0.13,0.13
Kyle Walker,DF,Manchester City,32,32,2785,0,6,0,0,3,2,0.0,0.19,0.19,0.0,0.19,0.7,0.7,4.7,0.02,0.15,0.17,0.02,0.17
Kyle Walker-Peters,DF,Tottenham,3,2,189,0,2,0,0,0,0,0.0,0.95,0.95,0.0,0.95,0.0,0.0,1.4,0.0,0.65,0.65,0.0,0.65
Aaron Wan-Bissaka,DF,Crystal Palace,7,7,627,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.07,0.0,0.07
Joel Ward,DF,Crystal Palace,19,19,1613,0,1,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08
Stephen Ward,DF,Burnley,28,28,2460,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,1.9,0.01,0.07,0.08,0.01,0.08
Ashley Williams,DF,Everton,24,20,1834,1,0,0,0,3,1,0.05,0.0,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.0,0.04,0.04,0.04
Kevin Wimmer,DF,Stoke City,17,14,1323,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01
DeAndre Yedlin,DF,Newcastle Utd,34,31,2845,0,2,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.9,0.01,0.06,0.07,0.01,0.07
Maya Yoshida,DF,Southampton,24,23,2051,2,0,0,0,3,2,0.09,0.0,0.09,0.09,0.09,2.4,2.4,0.4,0.11,0.02,0.12,0.11,0.12
Ashley Young,DF,Manchester Utd,30,28,2442,2,4,0,0,7,0,0.07,0.15,0.22,0.07,0.22,0.7,0.7,3.0,0.03,0.11,0.14,0.03,0.14
Pablo Zabaleta,DF,West Ham,37,37,3289,0,1,0,0,9,0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.1,0.01,0.03,0.04,0.01,0.04
Davide Zappacosta,DF,Chelsea,22,12,1098,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,1.6,0.12,0.13,0.25,0.12,0.25
Marvin Zeegelaar,DF,Watford,12,12,994,0,1,0,0,4,1,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.7,0.0,0.06,0.06,0.0,0.06
Oleksandr Zinchenko,DF,Manchester City,8,6,532,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.06,0.07,0.01,0.07
Kurt Zouma,DF,Stoke City,34,32,2888,1,0,0,0,1,0,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.8,0.04,0.02,0.06,0.04,0.06
