Player,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xA,PKmiss,FantPts
Marouane Fellaini,15.0,5.5,714.5,2.0,0.5,0.0,0.0,1.0,0.0,1.7,1.7,0.1,0.0,35.5
Marvelous Nakamba,20.0,17.0,1544.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,0.0,12.0
Mason Mount,27.0,23.0,2152.0,5.0,4.0,0.0,0.0,3.0,0.0,5.5,5.5,3.3,0.0,91.0
Mateo Kovačić,28.0,19.0,1668.5,0.5,2.5,0.0,0.0,5.0,0.0,1.4,1.4,2.1,0.0,35.5
Matt Ritchie,35.0,32.0,2804.0,3.0,5.0,0.0,0.0,6.0,0.0,3.1,3.1,4.8,0.0,78.0
Matthew Longstaff,7.0,6.0,545.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.0,25.0
Matty Daly,2.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Matty James,7.0,5.5,499.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,5.0
Mattéo Guendouzi,27.5,20.0,1866.5,0.0,0.5,0.0,0.0,7.5,0.0,0.6,0.6,1.6,0.0,15.0
Max Meyer,21.0,10.5,979.0,0.5,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,0.0,27.0
Mesut Özil,22.3,20.3,1754.7,3.3,3.7,0.0,0.0,2.3,0.0,2.4,2.4,4.8,0.0,69.2
Michael Carrick,2.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,2.0
Mikel Merino,24.0,14.0,1347.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,0.0,31.0
Mohamed Diamé,30.0,23.5,2103.5,1.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,0.0,34.0
Mohamed Elneny,10.5,8.0,623.0,0.0,0.5,0.0,0.0,1.5,0.5,0.4,0.4,0.4,0.0,7.5
Mohamed Elyounoussi,16.0,8.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.9,0.0,16.0
Morgan Gibbs-White,15.0,3.0,385.5,0.0,0.5,0.0,0.0,0.5,0.0,0.4,0.4,0.8,0.0,16.5
Morgan Schneiderlin,19.7,15.3,1322.0,0.0,0.3,0.0,0.0,4.3,1.0,0.2,0.2,0.4,0.0,7.6
Moritz Leitner,9.0,7.0,685.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.0,7.0
Mousa Dembélé,19.0,14.0,1197.5,0.0,0.0,0.0,0.0,3.5,0.0,0.2,0.2,0.4,0.0,12.0
