Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
Andreas Pereira,MF,Manchester Utd,23,18,1453.0,1,3,0,0,3,0,0.06,0.19,0.25,0.06,0.25,2.3,2.3,3.6,0.14,0.22,0.37,0.14,0.37
Paul Pogba,MF,Manchester Utd,7,5,521.0,0,2,0,1,0,0,0.0,0.35,0.35,0.0,0.35,1.6,0.9,1.5,0.28,0.26,0.55,0.15,0.42
Dennis Praet,MF,Leicester City,19,9,821.0,1,2,0,0,0,0,0.11,0.22,0.33,0.11,0.33,0.9,0.9,0.6,0.1,0.07,0.17,0.1,0.17
Davy Pröpper,MF,Brighton,24,24,2160.0,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,1.8,0.06,0.07,0.13,0.06,0.13
Ignacio Pussetto,MF,Watford,4,0,32.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayoze Pérez,MF,Leicester City,24,20,1516.0,7,4,1,1,0,0,0.42,0.24,0.65,0.36,0.59,4.8,4.1,2.9,0.29,0.17,0.46,0.24,0.41
Domingos Quina,MF,Watford,4,0,18.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
Nathan Redmond,MF,Southampton,23,23,1960.0,3,1,0,0,2,0,0.14,0.05,0.18,0.14,0.18,3.9,3.9,2.7,0.18,0.12,0.3,0.18,0.3
Declan Rice,MF,West Ham,27,27,2430.0,0,2,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.1,0.02,0.04,0.06,0.02,0.06
Patrick Roberts,MF,Norwich City,3,0,23.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
